# intensity_mean 	            intensity_std 	 backgroudn_mean 	 backgroudn_std 	 number_inner_pixels
3.443530233808116009e+03 7.289620510200609260e+01 3.416336470588235443e+03 2.058582520347334821e+01 2.000000000000000000e+00
3.446745229776941869e+03 7.333672194585865611e+01 3.422110864745010986e+03 2.232805483541656599e+01 2.000000000000000000e+00
3.432297769416823485e+03 2.860812185813629327e+01 3.424407132243684828e+03 1.021175834841698737e+01 2.000000000000000000e+00
3.422450147809728605e+03 2.022244610915436169e+01 3.418601639344262367e+03 1.536315575295647307e+01 2.000000000000000000e+00
3.409532921257726230e+03 1.583360651193952684e+01 3.405695622895622819e+03 9.980129131126206588e+00 2.000000000000000000e+00
3.408636119322762625e+03 2.049827639113909683e+01 3.402978571428571286e+03 9.799190986552394733e+00 2.000000000000000000e+00
3.445475947325987818e+03 7.380772120195814523e+01 3.419041504539558900e+03 2.240560750218141450e+01 2.000000000000000000e+00
3.426336199946250872e+03 1.234780405363046718e+01 3.424554189944134123e+03 9.889338641042549227e+00 2.000000000000000000e+00
3.408384305294275691e+03 1.511710485817247829e+01 3.405479314420803803e+03 1.027736720169806439e+01 2.000000000000000000e+00
3.444326256382692918e+03 7.400401640202458964e+01 3.418347738693467363e+03 2.231698729717277985e+01 2.000000000000000000e+00
3.423798978769148107e+03 2.266731001523737632e+01 3.417571428571428442e+03 1.585515892335884480e+01 2.000000000000000000e+00
3.446114754098360663e+03 7.353516198645442614e+01 3.416984149855907617e+03 2.206588332666944297e+01 2.000000000000000000e+00
3.426828003224939494e+03 1.306406106453785654e+01 3.424560736196318885e+03 9.862847406667988537e+00 2.000000000000000000e+00
3.423823434560601982e+03 1.275429849927587611e+01 3.421147879464285779e+03 9.692533598440590481e+00 2.000000000000000000e+00
3.424281644719161704e+03 1.118411113738758189e+01 3.422260524710189202e+03 9.388365183721274931e+00 2.000000000000000000e+00
3.443597151303413284e+03 7.435215699005547663e+01 3.416265576323987716e+03 2.256773187929258384e+01 2.000000000000000000e+00
3.424059123891427134e+03 1.268707358950397968e+01 3.421869158878504550e+03 9.692832142850148713e+00 2.000000000000000000e+00
3.422531308787960370e+03 1.668683848068802078e+01 3.420073521282476577e+03 1.379088918350695891e+01 2.000000000000000000e+00
3.433742811072292170e+03 4.749155392510290596e+01 3.423652430044182438e+03 9.245225133118330163e+00 2.000000000000000000e+00
3.404850309056705100e+03 1.295745443396891616e+01 3.404175047438330239e+03 1.238097808561114554e+01 2.000000000000000000e+00
